dataset,model,nb_class,thread_time_mean,process_time_mean,raw_time_mean,liczba_regul_mean,srednia_dlugosc_reguly_mean,suma_warunkow_mean,train_acc_mean,test_acc_mean,train_bacc_mean,test_bacc_mean,thread_time_std,process_time_std,raw_time_std,liczba_regul_std,srednia_dlugosc_reguly_std,suma_warunkow_std,train_acc_std,test_acc_std,train_bacc_std,test_bacc_std
contact-lenses,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,3,0.099,0.099,0.099,5.8,2.101,12.2,0.893,0.817,0.943,0.817,0.027,0.027,0.027,0.919,0.088,2.044,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,3,0.074,0.074,0.074,3.8,1.992,7.6,0.893,0.817,0.943,0.817,0.022,0.022,0.022,0.422,0.139,1.174,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-5_measure-C2,3,0.086,0.086,0.086,4.5,2.29,10.4,0.954,0.867,0.975,0.867,0.023,0.023,0.023,0.707,0.165,2.221,0.001,0.322,0.001,0.322
contact-lenses,RuleKit_mincov-5_measure-C2_maxNbRules-10,3,0.116,0.116,0.116,7.1,2.442,17.5,0.954,0.783,0.975,0.767,0.028,0.028,0.028,1.197,0.176,3.923,0.001,0.334,0.001,0.344
contact-lenses,RuleKit_mincov-5_measure-C2_maxNbRules-100,3,0.121,0.121,0.121,7.1,2.442,17.5,0.954,0.783,0.975,0.767,0.035,0.035,0.035,1.197,0.176,3.923,0.001,0.334,0.001,0.344
contact-lenses,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,3,0.09,0.09,0.09,4.5,2.29,10.4,0.954,0.867,0.975,0.867,0.033,0.033,0.033,0.707,0.165,2.221,0.001,0.322,0.001,0.322
contact-lenses,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,3,0.09,0.09,0.09,4.5,2.29,10.4,0.954,0.867,0.975,0.867,0.033,0.033,0.033,0.707,0.165,2.221,0.001,0.322,0.001,0.322
contact-lenses,RuleKit_mincov-5_measure-C2_maxNbRules-3,3,0.13,0.13,0.13,6.4,2.276,14.6,0.954,0.867,0.975,0.867,0.055,0.055,0.055,0.843,0.075,2.221,0.001,0.322,0.001,0.322
contact-lenses,RuleKit_mincov-5_measure-C2_maxNbRules-5,3,0.131,0.131,0.131,7.1,2.442,17.5,0.954,0.783,0.975,0.767,0.043,0.043,0.043,1.197,0.176,3.923,0.001,0.334,0.001,0.344
contact-lenses,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,3,0.104,0.104,0.104,5.8,2.256,13.2,0.954,0.867,0.975,0.867,0.027,0.027,0.027,1.619,0.107,4.022,0.001,0.322,0.001,0.322
contact-lenses,RuleKit_mincov-5_measure-Correlation,3,0.066,0.066,0.066,3.7,1.958,7.3,0.893,0.817,0.943,0.817,0.012,0.012,0.012,0.483,0.172,1.418,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,3,0.119,0.119,0.119,5.8,2.101,12.2,0.893,0.817,0.943,0.817,0.037,0.037,0.037,0.919,0.088,2.044,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,3,0.111,0.111,0.111,5.8,2.101,12.2,0.893,0.817,0.943,0.817,0.049,0.049,0.049,0.919,0.088,2.044,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,3,0.073,0.073,0.073,3.7,1.958,7.3,0.893,0.817,0.943,0.817,0.025,0.025,0.025,0.483,0.172,1.418,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,3,0.071,0.071,0.071,3.7,1.958,7.3,0.893,0.817,0.943,0.817,0.025,0.025,0.025,0.483,0.172,1.418,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,3,0.099,0.099,0.099,5.6,2.02,11.3,0.893,0.817,0.943,0.817,0.022,0.022,0.022,0.699,0.128,1.494,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,3,0.094,0.094,0.094,5.8,2.101,12.2,0.893,0.817,0.943,0.817,0.021,0.021,0.021,0.919,0.088,2.044,0.045,0.337,0.024,0.337
contact-lenses,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,3,0.073,0.073,0.073,3.8,1.992,7.6,0.893,0.817,0.943,0.817,0.014,0.014,0.014,0.422,0.139,1.174,0.045,0.337,0.024,0.337
credit-a,AQ15,2,,,,,,,,,,,,,,,,,,,,
credit-a,BRCG,2,3.642,123.05,3.643,2.8,2.0,6.0,0.875,0.847,0.872,0.843,0.417,23.434,0.417,1.135,0.571,2.944,0.012,0.024,0.009,0.026
credit-a,CN2_default,2,4.39,4.391,4.391,151.7,1.699,257.7,0.993,0.452,0.993,0.446,0.287,0.287,0.287,8.845,0.05,15.741,0.003,0.05,0.002,0.051
credit-a,CN2_v2,2,4.469,4.47,4.47,87.4,1.997,174.7,0.977,0.446,0.977,0.443,0.305,0.305,0.305,4.006,0.07,12.383,0.005,0.079,0.005,0.079
credit-a,IDS,2,3.891,3.892,3.892,16.2,1.91,31.0,0.566,0.558,0.513,0.505,0.433,0.433,0.433,2.616,0.076,5.518,0.015,0.022,0.017,0.021
credit-a,JRip,2,0.013,0.014,0.013,3.8,2.213,9.4,0.89,0.845,0.889,0.844,0.004,0.004,0.004,1.687,0.702,5.461,0.019,0.031,0.016,0.033
credit-a,LORD,2,0.106,0.106,0.106,152.7,2.911,444.5,,0.838,,,0.103,0.103,0.103,3.945,0.07,16.615,,0.028,,
credit-a,MLRules,2,0.708,0.708,0.708,100.0,7.121,712.1,0.987,0.865,0.987,0.864,0.039,0.04,0.039,0.0,0.23,22.98,0.002,0.027,0.002,0.028
credit-a,OneR,2,0.001,0.001,0.001,2.0,1.0,2.0,0.855,0.855,0.862,0.862,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.028,0.003,0.028
credit-a,RuleKit_mincov-10perMinClass_measure-C2,2,0.311,0.311,0.311,8.2,3.444,28.3,0.881,0.849,0.876,0.844,0.127,0.127,0.127,0.422,0.325,3.592,0.01,0.034,0.011,0.035
credit-a,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.652,0.652,0.652,20.0,3.88,77.6,0.887,0.855,0.884,0.853,0.074,0.074,0.074,0.0,0.172,3.438,0.006,0.037,0.006,0.038
credit-a,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.779,0.779,0.779,91.7,4.017,368.3,0.914,0.868,0.915,0.868,0.101,0.101,0.101,5.638,0.165,26.512,0.004,0.039,0.004,0.04
credit-a,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.502,0.502,0.502,8.2,3.444,28.3,0.881,0.849,0.876,0.844,0.111,0.111,0.111,0.422,0.325,3.592,0.01,0.034,0.011,0.035
credit-a,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.473,0.473,0.473,3.3,3.133,10.2,0.799,0.777,0.777,0.755,0.064,0.064,0.064,0.483,0.427,0.919,0.03,0.031,0.035,0.036
credit-a,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.532,0.532,0.532,5.4,3.377,18.1,0.867,0.839,0.86,0.833,0.107,0.107,0.107,0.516,0.358,1.197,0.013,0.037,0.016,0.039
credit-a,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.54,0.54,0.54,9.9,3.611,35.7,0.881,0.848,0.876,0.843,0.114,0.114,0.114,0.316,0.298,2.452,0.006,0.051,0.007,0.052
credit-a,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.597,0.597,0.597,8.3,3.525,29.3,0.884,0.855,0.88,0.853,0.126,0.126,0.126,0.949,0.3,4.62,0.007,0.043,0.008,0.043
credit-a,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.513,0.513,0.513,3.0,2.667,8.0,0.86,0.851,0.866,0.857,0.109,0.109,0.109,0.0,0.385,1.155,0.005,0.031,0.004,0.032
credit-a,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.859,0.859,0.859,19.0,3.001,57.1,0.832,0.826,0.818,0.812,0.172,0.172,0.172,1.054,0.329,7.709,0.027,0.032,0.033,0.038
credit-a,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,0.901,0.901,0.901,29.0,3.056,88.8,0.852,0.823,0.847,0.818,0.11,0.11,0.11,3.266,0.2,13.398,0.015,0.046,0.016,0.042
credit-a,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.589,0.589,0.589,3.0,2.667,8.0,0.86,0.851,0.866,0.857,0.109,0.109,0.109,0.0,0.385,1.155,0.005,0.031,0.004,0.032
credit-a,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.497,0.497,0.497,3.0,2.667,8.0,0.86,0.851,0.866,0.857,0.057,0.057,0.057,0.0,0.385,1.155,0.005,0.031,0.004,0.032
credit-a,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.535,0.535,0.535,6.0,2.433,14.6,0.861,0.838,0.862,0.84,0.086,0.086,0.086,0.0,0.306,1.838,0.009,0.038,0.009,0.04
credit-a,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.724,0.724,0.724,10.0,2.72,27.2,0.846,0.828,0.835,0.816,0.104,0.104,0.104,0.0,0.235,2.348,0.017,0.042,0.022,0.043
credit-a,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.499,0.499,0.499,3.8,2.225,8.4,0.865,0.848,0.87,0.854,0.094,0.094,0.094,0.422,0.331,1.265,0.006,0.033,0.006,0.034
credit-a,RuleKit_mincov-5_measure-C2,2,0.598,0.598,0.598,28.1,4.085,114.8,0.895,0.852,0.892,0.85,0.118,0.118,0.118,2.183,0.196,10.528,0.006,0.027,0.006,0.027
credit-a,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.642,0.642,0.642,20.0,3.88,77.6,0.887,0.855,0.884,0.853,0.089,0.089,0.089,0.0,0.172,3.438,0.006,0.037,0.006,0.038
credit-a,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,0.763,0.763,0.763,91.7,4.017,368.3,0.914,0.868,0.915,0.868,0.092,0.092,0.092,5.638,0.165,26.512,0.004,0.039,0.004,0.04
credit-a,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.521,0.521,0.521,5.4,3.377,18.1,0.867,0.839,0.86,0.833,0.136,0.136,0.136,0.516,0.358,1.197,0.013,0.037,0.016,0.039
credit-a,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.596,0.596,0.596,14.6,3.716,54.3,0.89,0.857,0.886,0.854,0.139,0.139,0.139,0.966,0.141,4.762,0.007,0.048,0.006,0.048
credit-a,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.541,0.541,0.541,5.4,3.377,18.1,0.867,0.839,0.86,0.833,0.118,0.118,0.118,0.516,0.358,1.197,0.013,0.037,0.016,0.039
credit-a,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.48,0.48,0.48,9.9,3.611,35.7,0.881,0.848,0.876,0.843,0.107,0.107,0.107,0.316,0.298,2.452,0.006,0.051,0.007,0.052
credit-a,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.668,0.668,0.668,28.4,4.139,117.8,0.895,0.861,0.893,0.857,0.111,0.111,0.111,2.271,0.182,13.423,0.009,0.035,0.009,0.036
credit-a,RuleKit_mincov-5_measure-Correlation,2,0.631,0.631,0.631,9.7,2.706,26.4,0.856,0.842,0.848,0.836,0.07,0.07,0.07,0.675,0.369,4.971,0.011,0.054,0.014,0.055
credit-a,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.818,0.818,0.818,19.0,3.001,57.1,0.832,0.826,0.818,0.812,0.11,0.11,0.11,1.054,0.329,7.709,0.027,0.032,0.033,0.038
credit-a,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,0.946,0.946,0.946,29.0,3.056,88.8,0.852,0.823,0.847,0.818,0.141,0.141,0.141,3.266,0.2,13.398,0.015,0.046,0.016,0.042
credit-a,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.609,0.609,0.609,9.7,2.706,26.4,0.856,0.842,0.848,0.836,0.07,0.07,0.07,0.675,0.369,4.971,0.011,0.054,0.014,0.055
credit-a,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.501,0.501,0.501,5.1,2.358,12.2,0.861,0.845,0.865,0.85,0.078,0.078,0.078,1.197,0.385,3.994,0.006,0.038,0.006,0.04
credit-a,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.581,0.581,0.581,6.0,2.433,14.6,0.861,0.838,0.862,0.84,0.067,0.067,0.067,0.0,0.306,1.838,0.009,0.038,0.009,0.04
credit-a,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.651,0.651,0.651,10.0,2.72,27.2,0.846,0.828,0.835,0.816,0.068,0.068,0.068,0.0,0.235,2.348,0.017,0.042,0.022,0.043
credit-a,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,0.612,0.612,0.612,10.2,2.755,28.2,0.845,0.826,0.833,0.814,0.056,0.056,0.056,0.632,0.285,4.417,0.015,0.043,0.019,0.044
credit-a,rulefit,2,0.958,17.904,0.958,25.7,2.913,74.5,0.89,0.873,0.894,0.878,0.054,1.026,0.054,1.947,0.257,4.007,0.013,0.026,0.012,0.027
credit-g,AQ15,2,4.655,4.655,4.655,224.4,8.833,1982.5,1.0,0.71,1.0,0.591,0.164,0.164,0.164,8.527,0.191,95.992,0.0,0.042,0.0,0.057
credit-g,BRCG,2,4.419,153.179,4.419,6.4,2.933,18.4,0.757,0.7,0.625,0.56,0.311,12.882,0.311,1.955,0.355,4.789,0.008,0.033,0.013,0.057
credit-g,CN2_default,2,13.567,13.66,13.569,335.9,1.912,642.5,1.0,0.685,1.0,0.623,0.615,0.741,0.616,14.294,0.027,35.472,0.0,0.041,0.0,0.052
credit-g,CN2_v2,2,6.537,6.539,6.539,142.6,2.143,305.6,0.975,0.72,0.968,0.66,0.227,0.227,0.227,2.797,0.034,8.884,0.006,0.046,0.008,0.064
credit-g,IDS,2,3.985,3.986,3.986,16.4,1.97,32.3,0.701,0.701,0.501,0.502,0.082,0.082,0.082,2.591,0.041,5.1,0.003,0.003,0.005,0.005
credit-g,JRip,2,0.024,0.027,0.024,2.9,2.633,7.8,0.759,0.726,0.665,0.622,0.005,0.009,0.005,0.994,0.35,3.327,0.016,0.047,0.029,0.059
credit-g,LORD,2,0.114,0.114,0.114,293.7,3.378,992.3,,0.738,,,0.111,0.111,0.111,10.945,0.092,47.722,,0.047,,
credit-g,MLRules,2,2.047,2.053,2.047,100.0,9.896,989.6,0.966,0.76,0.949,0.687,0.04,0.041,0.04,0.0,0.137,13.745,0.004,0.044,0.006,0.063
credit-g,OneR,2,0.001,0.001,0.001,21.2,1.0,21.2,0.743,0.65,0.62,0.505,0.0,0.0,0.0,3.765,0.0,3.765,0.007,0.042,0.015,0.043
credit-g,RuleKit_mincov-10perMinClass_measure-C2,2,0.472,0.472,0.472,26.7,4.068,108.6,0.797,0.738,0.729,0.655,0.146,0.146,0.146,0.675,0.213,6.022,0.007,0.056,0.01,0.067
credit-g,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.507,0.507,0.507,20.0,4.075,81.5,0.771,0.722,0.726,0.671,0.117,0.117,0.117,0.0,0.184,3.689,0.011,0.05,0.015,0.066
credit-g,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.824,0.824,0.824,200.0,3.846,769.3,0.974,0.759,0.956,0.687,0.091,0.091,0.091,0.0,0.064,12.772,0.004,0.046,0.007,0.057
credit-g,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.483,0.483,0.483,6.0,3.817,22.9,0.672,0.643,0.684,0.645,0.166,0.166,0.166,0.0,0.228,1.37,0.013,0.039,0.016,0.048
credit-g,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.549,0.549,0.549,14.0,3.993,55.9,0.747,0.699,0.706,0.639,0.161,0.161,0.161,0.0,0.183,2.558,0.013,0.061,0.014,0.07
credit-g,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.49,0.49,0.49,6.0,3.817,22.9,0.672,0.643,0.684,0.645,0.191,0.191,0.191,0.0,0.228,1.37,0.013,0.039,0.016,0.048
credit-g,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.401,0.401,0.401,10.0,3.95,39.5,0.742,0.697,0.715,0.662,0.112,0.112,0.112,0.0,0.212,2.121,0.012,0.053,0.013,0.063
credit-g,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.608,0.608,0.608,27.2,4.178,113.7,0.786,0.724,0.743,0.664,0.143,0.143,0.143,1.033,0.125,6.8,0.009,0.056,0.009,0.068
credit-g,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.532,0.532,0.532,16.0,4.134,66.2,0.761,0.701,0.704,0.623,0.13,0.13,0.13,0.943,0.302,6.697,0.008,0.045,0.018,0.052
credit-g,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,0.555,0.555,0.555,20.0,4.17,83.4,0.745,0.686,0.715,0.644,0.138,0.138,0.138,0.0,0.203,4.061,0.015,0.052,0.017,0.06
credit-g,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,2.146,2.146,2.146,115.5,5.129,593.6,0.796,0.721,0.724,0.619,0.249,0.249,0.249,11.227,0.197,73.839,0.012,0.051,0.019,0.074
credit-g,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.468,0.468,0.468,4.0,3.125,12.5,0.605,0.567,0.656,0.615,0.121,0.121,0.121,0.0,0.317,1.269,0.06,0.067,0.025,0.036
credit-g,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-25perOrgRules,2,0.581,0.581,0.581,8.2,3.93,32.2,0.733,0.669,0.711,0.636,0.226,0.226,0.226,0.632,0.347,3.425,0.014,0.055,0.012,0.058
credit-g,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-3,2,0.489,0.489,0.489,6.0,3.683,22.1,0.7,0.658,0.711,0.661,0.137,0.137,0.137,0.0,0.299,1.792,0.024,0.051,0.006,0.066
credit-g,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-5,2,0.49,0.49,0.49,10.0,4.01,40.1,0.74,0.687,0.717,0.658,0.149,0.149,0.149,0.0,0.251,2.514,0.011,0.052,0.015,0.064
credit-g,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-50perOrgRules,2,0.702,0.702,0.702,16.4,4.076,66.9,0.747,0.685,0.718,0.641,0.165,0.165,0.165,0.843,0.26,6.244,0.019,0.056,0.013,0.067
credit-g,RuleKit_mincov-5_measure-C2,2,0.858,0.858,0.858,123.2,4.348,535.6,0.927,0.762,0.894,0.684,0.132,0.132,0.132,3.853,0.06,13.898,0.01,0.054,0.018,0.068
credit-g,RuleKit_mincov-5_measure-C2_maxNbRules-10,2,0.522,0.522,0.522,20.0,4.075,81.5,0.771,0.722,0.726,0.671,0.146,0.146,0.146,0.0,0.184,3.689,0.011,0.05,0.015,0.066
credit-g,RuleKit_mincov-5_measure-C2_maxNbRules-100,2,0.877,0.877,0.877,200.0,3.846,769.3,0.974,0.759,0.956,0.687,0.137,0.137,0.137,0.0,0.064,12.772,0.004,0.046,0.007,0.057
credit-g,RuleKit_mincov-5_measure-C2_maxNbRules-10perOrgRules,2,0.575,0.575,0.575,24.8,4.135,102.5,0.785,0.731,0.742,0.665,0.159,0.159,0.159,1.033,0.186,5.233,0.01,0.06,0.016,0.065
credit-g,RuleKit_mincov-5_measure-C2_maxNbRules-25perOrgRules,2,0.824,0.824,0.824,61.6,4.339,267.3,0.841,0.732,0.79,0.661,0.166,0.166,0.166,2.066,0.102,12.111,0.01,0.05,0.014,0.063
credit-g,RuleKit_mincov-5_measure-C2_maxNbRules-3,2,0.38,0.38,0.38,6.0,3.817,22.9,0.672,0.643,0.684,0.645,0.151,0.151,0.151,0.0,0.228,1.37,0.013,0.039,0.016,0.048
credit-g,RuleKit_mincov-5_measure-C2_maxNbRules-5,2,0.436,0.436,0.436,10.0,3.95,39.5,0.742,0.697,0.715,0.662,0.166,0.166,0.166,0.0,0.212,2.121,0.012,0.053,0.013,0.063
credit-g,RuleKit_mincov-5_measure-C2_maxNbRules-50perOrgRules,2,0.879,0.879,0.879,123.6,4.392,542.6,0.927,0.755,0.887,0.682,0.174,0.174,0.174,3.864,0.135,16.195,0.007,0.05,0.014,0.065
credit-g,RuleKit_mincov-5_measure-Correlation,2,1.063,1.063,1.063,42.0,4.26,178.9,0.765,0.708,0.717,0.642,0.141,0.141,0.141,4.922,0.281,23.965,0.013,0.043,0.018,0.063
credit-g,RuleKit_mincov-5_measure-Correlation_maxNbRules-10,2,0.598,0.598,0.598,20.0,4.17,83.4,0.745,0.686,0.715,0.644,0.112,0.112,0.112,0.0,0.203,4.061,0.015,0.052,0.017,0.06
credit-g,RuleKit_mincov-5_measure-Correlation_maxNbRules-100,2,2.036,2.036,2.036,115.5,5.129,593.6,0.796,0.721,0.724,0.619,0.231,0.231,0.231,11.227,0.197,73.839,0.012,0.051,0.019,0.074
credit-g,RuleKit_mincov-5_measure-Correlation_maxNbRules-10perOrgRules,2,0.629,0.629,0.629,8.6,3.938,33.9,0.733,0.671,0.713,0.644,0.219,0.219,0.219,0.966,0.339,5.021,0.015,0.058,0.013,0.065
credit-g,RuleKit_mincov-5_measure-Correlation_maxNbRules-25perOrgRules,2,0.671,0.671,0.671,21.0,4.145,87.0,0.739,0.679,0.711,0.642,0.078,0.078,0.078,2.867,0.129,11.916,0.018,0.054,0.012,0.065
credit-g,RuleKit_mincov-5_measure-Correlation_maxNbRules-3,2,0.421,0.421,0.421,6.0,3.683,22.1,0.7,0.658,0.711,0.661,0.211,0.211,0.211,0.0,0.299,1.792,0.024,0.051,0.006,0.066
credit-g,RuleKit_mincov-5_measure-Correlation_maxNbRules-5,2,0.44,0.44,0.44,10.0,4.01,40.1,0.74,0.687,0.717,0.658,0.162,0.162,0.162,0.0,0.251,2.514,0.011,0.052,0.015,0.064
credit-g,RuleKit_mincov-5_measure-Correlation_maxNbRules-50perOrgRules,2,1.113,1.113,1.113,42.2,4.428,187.4,0.763,0.698,0.709,0.621,0.158,0.158,0.158,5.029,0.207,28.064,0.007,0.048,0.017,0.054
credit-g,rulefit,2,1.32,35.793,1.321,25.1,2.625,65.9,0.777,0.724,0.749,0.681,0.042,1.136,0.042,2.025,0.159,6.935,0.008,0.058,0.01,0.073
cylinder-bands,AQ15,2,,,,,,,,,,,,,,,,,,,,
cylinder-bands,BRCG,2,8.9,347.102,8.901,14.3,2.568,36.1,0.837,0.71,0.818,0.687,1.118,30.778,1.118,3.057,0.408,6.724,0.023,0.055,0.026,0.053
cylinder-bands,CN2_default,2,8.878,8.883,8.88,170.0,1.512,257.1,0.897,0.517,0.879,0.484,0.513,0.513,0.513,8.628,0.044,16.967,0.019,0.068,0.023,0.068
cylinder-bands,CN2_v2,2,3.426,3.428,3.427,76.0,1.689,128.4,0.947,0.511,0.941,0.495,0.156,0.157,0.157,1.7,0.044,4.351,0.012,0.079,0.014,0.075
cylinder-bands,IDS,2,3.696,3.698,3.697,14.6,1.834,26.9,0.578,0.578,0.5,0.5,0.053,0.054,0.054,3.806,0.1,7.578,0.001,0.007,0.0,0.0
cylinder-bands,JRip,2,0.032,0.697,0.046,4.6,2.568,12.2,0.753,0.686,0.744,0.675,0.015,2.104,0.048,2.716,0.536,7.7,0.066,0.036,0.057,0.041
cylinder-bands,LORD,2,0.137,0.137,0.137,149.6,2.342,350.3,,0.757,,,0.182,0.182,0.182,9.8,0.055,22.978,,0.046,,
cylinder-bands,MLRules,2,1.619,1.619,1.62,100.0,9.83,983.0,1.0,0.785,1.0,0.775,0.057,0.057,0.057,0.0,0.315,31.5,0.0,0.061,0.0,0.065
cylinder-bands,OneR,2,0.001,0.001,0.001,12.2,1.0,12.2,0.722,0.683,0.687,0.648,0.0,0.0,0.0,1.398,0.0,1.398,0.006,0.048,0.006,0.051
cylinder-bands,RuleKit_mincov-10perMinClass_measure-C2,2,0.46,0.46,0.46,20.7,4.792,99.2,0.87,0.737,0.866,0.726,0.197,0.197,0.197,0.483,0.28,6.391,0.009,0.07,0.008,0.077
cylinder-bands,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10,2,0.562,0.562,0.562,20.0,4.85,97.0,0.881,0.77,0.874,0.758,0.112,0.112,0.112,0.0,0.32,6.394,0.015,0.057,0.016,0.062
cylinder-bands,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-100,2,0.652,0.652,0.652,178.5,2.427,433.2,1.0,0.8,1.0,0.786,0.092,0.092,0.092,3.719,0.04,8.025,0.0,0.045,0.0,0.046
cylinder-bands,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-10perOrgRules,2,0.565,0.565,0.565,4.0,3.75,15.0,0.759,0.706,0.733,0.679,0.168,0.168,0.168,0.0,0.565,2.261,0.02,0.054,0.016,0.053
cylinder-bands,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-25perOrgRules,2,0.612,0.612,0.612,10.0,4.8,48.0,0.815,0.7,0.797,0.677,0.13,0.13,0.13,0.0,0.287,2.867,0.013,0.051,0.016,0.053
cylinder-bands,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-3,2,0.379,0.379,0.379,6.0,4.567,27.4,0.789,0.704,0.773,0.685,0.13,0.13,0.13,0.0,0.605,3.627,0.011,0.092,0.013,0.09
cylinder-bands,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-5,2,0.437,0.437,0.437,10.0,4.8,48.0,0.815,0.7,0.797,0.677,0.132,0.132,0.132,0.0,0.287,2.867,0.013,0.051,0.016,0.053
cylinder-bands,RuleKit_mincov-10perMinClass_measure-C2_maxNbRules-50perOrgRules,2,0.586,0.586,0.586,21.4,4.839,103.5,0.886,0.743,0.881,0.726,0.074,0.074,0.074,0.966,0.332,7.735,0.011,0.067,0.012,0.067
cylinder-bands,RuleKit_mincov-10perMinClass_measure-Correlation,2,0.665,0.665,0.665,8.4,5.81,48.9,0.773,0.698,0.773,0.697,0.128,0.128,0.128,1.43,0.722,10.376,0.032,0.056,0.024,0.056
cylinder-bands,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10,2,1.077,1.077,1.077,17.8,6.238,111.6,0.807,0.733,0.796,0.718,0.171,0.171,0.171,2.044,0.487,19.265,0.018,0.035,0.024,0.037
cylinder-bands,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-100,2,1.758,1.758,1.758,54.0,7.132,385.5,0.837,0.734,0.835,0.731,0.25,0.25,0.25,5.657,0.234,45.69,0.016,0.064,0.014,0.057
cylinder-bands,RuleKit_mincov-10perMinClass_measure-Correlation_maxNbRules-10perOrgRules,2,0.671,0.671,0.671,8.4,5.81,48.9,0.773,0.698,0.773,0.697,0.179,0.179,0.179,1.43,0.722,10.376,0.032,0.056,0.024,0.056
